0,99,55,29,99,8,2,54,36,7118
1,97,91,54,92,44,42,7,7,1320
2,37,18,38,57,12,55,1,32,5641
3,18,90,66,52,48,21,28,3,209
4,99,61,44,86,6,32,39,23,1731
5,85,62,64,30,5,15,53,27,2924
6,4,83,84,9,18,3,2,77,7495
7,24,18,17,98,7,19,41,33,3721
8,5,41,54,71,69,2,14,15,3415
9,71,17,72,87,7,13,24,56,7481
10,97,75,62,85,48,41,10,1,1592
11,35,27,87,91,13,29,34,24,3541
12,27,5,75,87,12,25,52,11,5696
13,30,17,7,28,25,2,45,28,6482
14,88,12,47,71,53,27,9,11,9510
15,38,77,65,7,46,11,3,40,4627
16,62,57,40,93,25,25,5,45,4094
17,83,67,15,24,21,31,6,42,9041
18,23,6,35,27,13,12,51,24,5472
19,97,10,48,15,4,23,43,30,5509
20,96,50,73,66,14,5,5,76,6473
21,83,42,32,60,16,14,45,25,366
22,73,40,5,31,1,29,18,52,3813
23,27,57,4,82,47,20,15,18,3804
24,45,80,74,66,81,3,1,15,6696
25,61,32,88,59,20,36,3,41,2071
26,76,88,74,77,1,65,12,22,699
27,50,56,92,97,36,28,31,5,3623
28,66,91,13,62,6,36,44,14,9777
29,72,57,18,22,8,5,33,54,7395
30,20,84,52,57,17,1,71,11,4764
31,38,43,12,28,15,45,12,28,2104
32,19,64,90,44,2,36,46,16,2038
33,62,94,32,97,15,15,29,41,1353
34,62,44,33,85,7,15,56,22,3235
35,9,28,14,76,16,9,72,3,3388
36,43,52,2,72,32,14,12,42,4335
37,67,76,58,23,43,31,17,9,8776
38,41,82,84,42,24,31,15,30,52
39,99,96,42,4,48,20,8,24,1935
40,24,55,40,31,1,7,43,49,5181
41,64,94,54,15,55,3,30,12,3066
42,44,49,13,38,12,13,36,39,9535
43,48,49,81,72,5,42,6,47,7649
44,96,46,22,86,53,21,6,20,8670
45,47,54,64,58,8,81,8,3,1771
46,5,7,99,81,15,8,38,39,1466
47,73,5,89,14,8,8,83,1,2854
48,93,49,61,97,38,39,15,8,7879
49,97,49,76,32,20,14,56,10,5708
50,35,14,34,10,26,41,18,15,9891
51,62,66,11,39,13,43,28,16,8053
52,87,79,7,47,42,17,19,22,8338
53,8,23,10,4,49,11,28,12,5529
54,21,75,19,67,42,19,3,36,7031
55,8,2,51,26,16,57,3,24,5167
56,13,33,11,73,19,22,20,39,9669
57,86,5,79,8,20,51,13,16,7952
58,60,63,52,20,19,46,6,29,4311
59,28,95,35,47,49,40,6,5,9759
60,10,7,64,57,6,50,11,33,860
61,84,9,72,6,3,16,50,31,4663
62,90,80,95,16,9,38,6,47,4773
63,89,23,63,20,39,18,41,2,967
64,67,58,18,69,2,13,6,79,4885
65,70,12,36,59,28,32,17,23,6213
66,58,9,91,53,32,25,19,24,5005
67,99,79,37,23,51,4,17,28,1552
68,21,19,54,72,27,43,15,15,2079
69,45,54,54,36,14,6,43,37,428
70,36,69,53,40,20,68,11,1,3131
71,15,75,27,4,55,4,24,17,2663
72,10,26,47,95,15,27,32,26,2264
73,75,29,18,33,3,14,60,23,8781
74,37,27,70,47,37,20,12,31,4315
75,21,1,70,17,22,22,42,14,6371
76,78,45,26,44,8,28,46,18,5686
77,26,98,92,15,9,23,65,3,6592
78,93,74,91,73,53,19,24,4,7284
79,12,80,73,76,41,45,4,10,7615
80,19,32,81,39,10,12,63,15,4241
81,91,34,92,77,13,58,19,10,7371
82,30,6,96,34,23,65,6,6,3413
83,12,32,23,26,18,10,55,17,7241
84,10,87,1,61,13,64,2,21,1061
85,77,99,67,70,5,20,53,22,7547
86,52,37,25,67,32,52,14,2,3636
87,32,52,12,44,6,80,10,4,2643
88,55,63,33,95,1,41,47,11,9740
89,25,82,57,99,21,34,7,38,3349
90,46,32,62,66,15,14,42,29,8719
91,83,4,72,34,28,4,10,58,5176
92,9,74,31,60,56,3,8,33,5173
93,63,20,15,28,10,16,71,3,3062
94,31,15,11,26,8,7,69,16,8549
95,67,27,6,92,2,6,77,15,4899
96,8,65,51,21,2,35,38,25,9461
97,75,16,96,30,2,9,44,45,4068
98,66,79,3,59,25,11,4,60,736
99,36,41,46,47,33,42,23,2,9893
100,32,45,60,38,14,20,39,27,9449
101,88,88,23,94,37,24,19,20,7588
102,82,1,68,62,31,39,23,7,3540
103,23,7,82,27,19,12,67,2,13
104,71,28,36,82,31,23,17,29,1617
105,81,12,95,77,3,12,70,15,9699
106,75,74,92,18,38,12,8,42,3502
107,78,10,30,79,33,17,25,25,2335
108,64,40,39,89,14,61,23,2,7671
109,68,51,44,98,29,13,25,33,4908
110,55,37,1,32,20,13,33,34,7626
111,86,51,98,34,6,32,4,58,5392
112,24,1,42,28,41,39,2,18,9369
113,37,76,97,12,21,21,19,39,1345
114,96,7,13,11,9,32,8,51,8550
115,41,22,26,61,80,1,18,1,7608
116,12,33,25,55,32,56,11,1,564
117,61,88,13,27,12,5,35,48,1603
118,14,51,20,56,30,32,24,14,7074
119,39,99,15,66,3,25,69,3,6346
120,29,62,41,39,9,10,44,37,5005
121,57,49,61,92,7,15,75,3,8268
122,71,42,82,99,80,3,8,9,4481
123,5,89,8,86,30,34,2,34,414
124,11,35,61,48,34,9,40,17,6256
125,19,85,73,49,43,35,13,9,6716
126,92,13,55,38,22,8,45,25,7167
127,79,97,62,12,11,6,16,67,2781
128,80,35,70,17,54,23,2,21,2809
129,34,96,66,6,55,8,30,7,6561
130,27,80,99,20,29,50,17,4,9855
131,82,24,31,11,75,6,2,17,6828
132,75,51,69,56,58,7,26,9,5108
133,40,6,70,60,3,55,41,1,908
134,36,26,63,17,7,7,81,5,1834
135,72,10,22,86,40,33,16,11,7302
136,56,16,26,72,10,67,10,13,7709
137,80,53,87,31,42,24,31,3,5772
138,56,62,56,5,9,52,32,7,8753
139,32,97,2,72,35,45,5,15,9504
140,17,76,53,59,5,21,41,33,3840
141,13,65,10,37,41,30,8,21,5271
142,77,95,9,4,9,2,61,28,6768
143,42,41,15,81,17,23,52,8,7623
144,35,9,74,88,1,69,14,16,940
145,84,19,92,59,47,43,4,6,2532
146,16,30,11,95,41,8,1,50,5026
147,14,27,58,76,9,40,28,23,1424
148,65,76,2,43,11,11,31,47,4553
149,34,93,80,5,12,34,48,6,3282
150,22,47,32,90,16,52,21,11,996
151,67,56,78,11,4,45,25,26,6435
152,10,2,71,66,23,14,36,27,5861
153,93,13,27,83,7,61,2,30,1897
154,38,99,82,98,12,27,9,52,9726
155,96,51,17,90,20,57,8,15,8327
156,26,87,39,42,64,2,26,8,8535
157,26,8,85,37,75,4,8,13,9761
158,87,47,40,7,43,1,5,51,252
159,86,46,95,14,29,32,3,36,48
160,10,81,73,29,37,14,27,22,6546
161,60,81,42,79,41,15,24,20,3737
162,70,88,50,85,18,14,58,10,5924
163,82,97,98,8,24,49,3,24,9892
164,22,73,51,91,44,42,7,7,162
165,93,17,82,24,11,12,54,23,6547
166,10,91,43,79,53,30,7,10,2581
167,45,28,2,65,18,16,40,26,3523
168,18,53,37,7,53,25,7,15,1830
169,35,15,4,43,39,31,27,3,1504
170,96,83,17,30,6,17,12,65,4859
171,38,29,34,6,12,25,47,16,8600
172,30,13,86,85,4,13,76,7,1704
173,46,47,13,70,2,17,10,71,3024
174,78,35,32,4,59,12,14,15,9355
175,61,18,75,87,81,9,6,4,6184
176,95,62,33,48,49,30,11,10,5492
177,8,70,43,18,5,4,59,32,6822
178,66,90,8,45,19,26,25,30,2188
179,10,74,77,83,61,19,8,12,6485
180,67,67,3,34,7,50,6,37,1481
181,49,52,91,20,10,13,62,15,8562
182,32,13,8,13,34,22,2,42,83
183,68,26,23,38,66,5,7,22,8080
184,25,59,56,91,2,1,81,16,5713
185,67,96,61,60,82,1,14,3,6973
