0,66,15,9,49,48,7,13,32,0
1,18,15,68,15,4,77,11,8,0
2,92,87,4,69,19,46,14,21,0
3,78,20,63,95,61,36,2,1,0
4,75,75,55,15,27,30,22,21,0
5,3,98,39,1,11,11,30,48,0
6,55,42,98,81,12,36,34,18,0
7,58,20,33,55,16,15,6,63,0
8,24,35,51,85,11,37,5,47,0
9,84,3,72,82,34,39,19,8,0
10,17,41,54,66,25,28,35,12,0
11,44,47,84,88,6,14,45,35,0
12,42,14,50,96,19,14,46,21,0
13,64,92,12,16,27,23,39,11,0
14,62,85,93,40,10,17,44,29,0
15,13,56,5,22,1,54,31,14,0
16,52,83,65,43,10,16,8,66,0
17,76,18,90,66,16,51,13,20,0
18,38,76,90,2,14,49,34,3,0
19,59,37,37,63,29,60,2,9,0
20,35,28,69,22,37,38,23,2,0
21,10,26,82,3,16,26,5,53,0
22,37,83,39,26,37,17,29,17,0
23,32,1,27,56,82,6,7,5,0
24,62,17,52,66,11,77,2,10,0
25,15,43,48,21,42,22,10,26,0
26,51,60,74,90,26,42,16,16,0
27,40,42,44,61,1,37,19,43,0
28,59,32,48,21,7,56,10,27,0
29,36,73,26,59,31,20,37,12,0
30,52,93,12,4,68,11,12,9,0
31,26,67,20,59,38,31,10,21,0
32,98,77,94,51,45,2,50,3,0
33,15,21,69,11,25,20,10,45,0
34,15,9,98,95,25,52,8,15,0
35,36,86,48,8,25,7,26,42,0
36,9,75,86,56,41,6,36,17,0
37,27,86,68,80,7,21,21,51,0
38,64,32,3,16,11,50,31,8,0
39,15,14,74,54,73,7,1,19,0
40,44,43,54,74,23,23,41,13,0
41,86,42,14,9,28,4,61,7,0
42,27,2,68,62,14,54,5,27,0
43,45,5,26,71,4,19,27,50,0
44,57,58,16,82,23,15,7,55,0
45,90,43,13,19,22,50,27,1,0
46,39,73,64,25,2,21,58,19,0
47,20,8,74,11,1,39,29,31,0
48,43,95,48,90,31,34,33,2,0
49,63,48,39,15,25,18,43,14,0
50,27,22,14,53,41,17,7,35,0
51,26,50,80,31,12,60,3,25,0
52,54,30,19,10,3,11,84,2,0
53,12,93,44,79,7,20,29,44,0
54,73,93,26,28,39,8,29,24,0
55,90,70,57,87,35,40,14,11,0
56,75,52,93,8,40,26,28,6,0
57,46,45,81,27,32,28,6,34,0
58,25,93,16,50,25,5,43,27,0
59,16,83,76,42,17,22,52,9,0
60,45,58,4,66,52,6,6,36,0
61,24,34,13,96,20,45,10,25,0
62,86,47,74,12,20,19,47,14,0
63,70,98,27,76,80,2,8,10,0
64,95,93,96,55,46,8,8,38,0
65,37,14,47,88,46,34,4,16,0
66,18,36,68,2,28,49,3,20,0
67,47,85,17,39,6,64,24,6,0
68,15,14,90,44,5,40,51,4,0
69,22,53,73,47,41,7,17,35,0
70,43,42,46,54,46,36,7,11,0
71,63,10,95,11,42,31,18,9,0
72,65,32,21,19,49,5,28,18,0
73,28,67,34,15,60,1,13,26,0
74,42,52,50,37,36,34,27,3,0
75,16,74,30,42,38,39,8,15,0
76,25,1,87,93,6,61,14,19,0
77,99,73,88,22,47,17,32,4,0
78,37,14,88,27,4,54,29,13,0
79,63,28,28,56,51,3,38,8,0
80,95,74,56,46,33,27,7,33,0
81,45,82,34,99,22,5,1,72,0
82,15,68,40,98,13,14,4,69,0
83,81,89,30,32,24,16,59,1,0
84,56,55,36,65,32,29,34,5,0
85,44,63,96,84,24,4,53,19,0
86,79,28,58,35,10,18,35,37,0
87,33,62,57,90,28,21,24,27,0
88,11,91,51,30,10,21,31,38,0
89,19,85,48,74,57,15,8,20,0
90,77,8,79,72,49,4,17,30,0
91,48,3,46,84,1,49,5,45,0
92,81,76,44,23,3,8,24,65,0
93,81,89,39,6,16,27,52,5,0
94,23,89,27,8,61,15,13,11,0
95,85,91,2,81,74,13,12,1,0
96,33,40,5,62,44,27,14,15,0
97,68,17,69,16,13,37,37,13,0
98,38,43,87,55,16,8,25,51,0
99,10,58,62,19,7,17,38,38,0
100,31,20,10,87,1,22,65,12,0
101,36,92,46,43,8,3,80,9,0
102,16,80,50,48,4,28,25,43,0
