0,62,88,63,78,31,36,10,23,7372,7494
1,37,95,93,42,23,33,16,28,5618,9649
2,87,55,13,7,19,33,22,26,3205,5941
3,80,90,47,1,18,5,38,39,1700,2233
4,84,68,67,80,9,9,38,44,1174,6258
5,88,46,83,88,18,24,24,34,700,4405
6,30,46,91,89,48,13,23,16,3218,7923
7,29,38,30,34,51,9,37,3,94,6998
8,72,9,1,26,4,60,22,14,3396,8808
9,29,23,37,73,27,46,2,25,1960,2024
10,78,7,26,93,15,13,13,59,383,9882
11,67,56,80,71,8,32,41,19,2141,5051
12,73,82,60,6,11,27,31,31,2253,7154
13,79,6,2,27,16,6,32,46,8885,9141
14,91,95,62,54,20,9,51,20,6953,6982
15,71,38,36,6,57,23,7,13,412,8938
16,63,63,26,29,32,51,7,10,2018,9354
17,9,4,15,10,54,24,15,7,4295,6258
18,16,74,24,29,26,11,60,3,5757,8548
19,91,34,19,14,18,1,31,50,1873,9043
20,26,64,82,25,10,40,33,17,3085,8174
21,73,76,21,80,10,59,28,3,8362,8651
22,45,68,21,31,6,25,67,2,2179,6949
23,55,34,87,22,5,37,29,29,9183,9650
24,49,33,96,93,60,8,24,8,1632,4446
25,88,18,32,80,18,72,8,2,2266,9095
26,47,81,22,19,16,8,38,38,6169,7156
27,23,5,74,25,28,11,21,40,1741,7713
28,49,79,75,54,33,19,32,16,3771,5262
29,83,96,88,79,17,13,61,9,1990,3452
30,79,54,7,67,23,7,48,22,2345,7928
31,84,52,67,59,3,55,21,21,5789,6847
32,54,19,13,2,16,69,9,6,801,1216
33,81,36,36,5,19,22,54,5,826,2312
34,29,13,37,20,71,2,12,15,7902,9991
35,56,40,35,70,33,39,26,2,3889,8323
36,29,49,28,17,64,3,16,17,429,1499
37,83,28,66,22,7,62,4,27,5552,7226
38,72,24,83,83,31,16,51,2,6700,8932
39,76,25,90,50,16,62,10,12,6911,8453
40,17,61,54,59,12,19,48,21,3736,9118
41,39,79,50,71,2,57,26,15,6584,8734
42,16,30,38,32,26,5,26,43,4497,5172
43,98,16,27,17,2,55,15,28,3344,8562
44,1,61,11,89,6,23,13,58,882,5567
45,28,36,7,39,39,21,35,5,1426,2879
46,39,69,65,45,11,65,18,6,2440,3413
47,15,79,59,20,34,33,26,7,1959,4656
48,69,13,91,29,47,18,2,33,4739,6171
49,98,3,32,60,22,27,47,4,60,184
50,47,55,97,5,55,14,15,16,6067,9431
51,10,75,88,97,45,20,3,32,5361,6627
52,79,73,61,9,34,6,28,32,953,9264
53,11,85,2,88,7,68,5,20,1453,5909
54,98,39,38,59,18,21,21,40,2264,3091
55,82,74,57,57,9,9,65,17,7141,9967
56,45,25,99,22,17,17,9,57,895,4927
57,30,4,45,62,73,7,1,19,5033,6635
58,35,8,12,56,30,40,21,9,196,970
59,67,71,9,2,3,32,34,31,8882,9003
60,97,98,8,74,43,34,6,17,314,4938
61,94,56,6,2,2,25,12,61,6716,9414
62,30,23,63,23,24,10,23,43,4535,8020
63,17,36,69,96,20,36,28,16,3662,5855
64,18,84,69,70,53,5,23,19,2843,4780
65,84,97,58,95,3,44,18,35,2226,4439
66,3,12,44,29,8,36,46,10,7306,8515
67,24,17,73,87,5,11,33,51,7695,8711
68,97,26,44,80,34,25,18,23,1892,9895
69,70,58,87,99,14,11,66,9,1269,2383
70,63,7,46,95,34,2,23,41,6064,7044
71,92,66,18,45,20,33,29,18,8474,9832
72,42,2,32,46,54,2,25,19,2203,3185
73,99,55,93,47,1,34,41,24,8459,9072
74,11,36,72,38,3,53,40,4,5990,6350
75,92,17,68,19,24,11,35,30,184,8564
76,80,9,14,27,31,6,52,11,9030,9906
77,29,88,8,73,67,9,4,20,1837,4306
78,34,88,95,19,50,1,26,23,1832,6066
79,79,24,54,12,26,15,23,36,4237,5397
80,71,79,66,18,20,1,24,55,4455,8421
81,97,3,91,61,43,23,22,12,5201,9048
82,26,9,66,27,11,23,39,27,1534,2435
83,64,70,68,38,13,66,6,15,833,9519
84,7,62,75,85,60,11,9,20,2291,2452
85,59,93,93,52,23,5,51,21,266,2969
86,68,77,89,30,28,26,36,10,3530,9677
87,41,93,91,18,2,12,46,40,6071,9413
88,11,73,44,60,6,27,63,4,6031,9943
89,64,4,81,84,25,45,24,6,2861,7166
90,40,45,17,63,22,22,1,55,2827,4004
91,14,68,68,7,65,16,12,7,1306,7032
92,59,88,10,80,39,19,29,13,4961,6371
93,59,88,92,99,20,12,53,15,3322,9355
94,12,82,2,8,13,51,30,6,6947,7346
95,10,2,96,54,5,65,24,6,8539,9747
96,58,12,45,79,44,6,18,32,85,3700
97,78,83,97,90,64,18,3,15,5263,8802
98,58,46,33,51,17,30,50,3,7351,7665
99,48,65,42,26,24,14,33,29,41,5234
100,76,34,35,24,46,1,19,34,528,5042
101,97,16,77,63,35,26,23,16,444,7270
102,60,3,2,25,37,18,41,4,312,6398
103,10,41,31,15,3,41,39,17,1688,9682
104,77,56,25,80,23,27,21,29,1729,8904
105,88,64,89,29,14,29,30,27,322,5787
106,50,58,76,59,13,70,2,15,1073,7434
107,95,60,94,83,52,19,17,12,4728,5087
108,31,5,13,55,42,6,36,16,902,9794
109,76,63,68,40,8,43,38,11,2226,4435
110,16,3,56,77,14,14,66,6,8432,8846
111,68,18,38,43,15,2,15,68,1602,5212
112,61,31,31,50,1,56,6,37,621,7155
113,94,49,14,15,9,1,89,1,4221,8832
114,33,36,4,74,82,1,11,6,2585,8635
115,25,80,15,41,7,14,76,3,73,879
116,95,25,3,74,9,81,5,5,1286,9371
117,72,63,83,76,16,1,61,22,2289,7176
118,96,82,37,25,38,1,42,19,2587,3985
119,96,22,73,71,24,8,39,29,1078,5042
120,70,11,12,75,32,10,11,47,6025,8945
121,24,97,85,67,62,4,7,27,346,6156
122,71,6,59,78,44,15,4,37,7666,8792
123,14,47,93,79,25,44,5,26,2040,5709
124,57,33,10,59,25,35,7,33,2842,5018
125,67,93,75,94,19,37,20,24,2805,9432
126,74,59,39,63,56,13,12,19,4037,4196
127,83,82,13,69,13,4,68,15,1185,6154
128,93,42,22,55,24,12,8,56,2784,8342
129,88,18,29,75,5,57,12,26,6911,6971
130,95,70,30,50,11,21,33,35,8126,8707
131,22,7,68,82,13,9,63,15,5855,8529
132,77,71,48,63,14,20,35,31,4043,8539
133,91,92,87,63,30,2,15,53,2606,4496
134,61,72,71,69,34,35,15,16,637,7817
135,49,72,53,69,19,22,50,9,7133,8335
136,16,72,81,90,19,40,37,4,2373,3945
137,26,17,7,32,14,48,32,6,6788,6789
138,6,83,43,99,19,41,39,1,4486,7069
139,92,30,57,68,1,50,39,10,4198,8170
140,23,6,43,60,52,20,7,21,869,8835
141,69,75,64,7,10,25,36,29,4409,7164
142,46,87,77,82,25,7,43,25,2605,5604
143,34,76,6,48,3,34,29,34,5592,9660
144,65,77,88,48,38,54,1,7,6565,9891
145,18,8,24,55,63,4,19,14,3425,8526
146,2,28,81,18,28,25,42,5,6295,8722
147,59,77,21,46,48,26,4,22,2580,8935
148,70,43,39,37,31,6,47,16,2427,5697
149,38,39,5,69,22,64,3,11,143,4625
150,56,23,51,30,14,53,20,13,2021,5433
151,48,27,75,84,32,5,59,4,1736,7078
152,10,28,86,83,63,5,26,6,1871,4182
153,58,94,18,38,29,15,35,21,6112,9307
154,48,71,81,83,52,11,13,24,4335,7684
155,8,85,84,5,11,18,11,60,61,3637
156,58,47,29,40,17,16,36,31,4063,4694
157,8,77,17,34,8,4,55,33,2146,4878
158,41,53,21,10,14,21,17,48,644,8499
159,80,9,21,73,4,36,46,14,3262,4157
160,8,55,86,34,10,16,24,50,3426,9348
161,14,87,25,26,30,20,42,8,331,8935
162,30,49,70,72,34,4,54,8,5277,9147
163,38,30,25,60,84,3,6,7,3663,4622
164,64,36,86,60,10,1,46,43,2739,9060
165,42,33,92,86,11,47,41,1,7747,7781
166,92,91,74,30,78,13,3,6,7819,7828
167,9,60,92,69,17,23,44,16,4991,5381
168,94,93,82,37,15,11,64,10,4074,7236
169,62,91,80,34,21,21,42,16,2902,9977
170,60,87,52,2,33,14,32,21,700,2279
171,67,98,76,13,26,35,1,38,8155,9735
172,41,79,70,70,35,20,37,8,4752,4909
173,32,42,11,50,61,19,6,14,7839,8112
174,44,26,81,63,22,42,21,15,5115,9455
175,15,19,49,53,4,16,78,2,3881,6532
176,53,54,22,1,34,15,43,8,1684,3738
177,60,53,93,5,3,88,3,6,4301,5439
178,9,35,99,2,52,29,1,18,6460,7606
179,98,66,26,76,55,17,5,23,3595,7337
180,87,65,33,33,1,1,73,25,3755,7305
181,16,31,16,51,19,34,12,35,1330,6953
182,99,89,7,18,13,28,16,43,2636,5858
183,69,71,95,73,19,17,6,58,3525,5971
184,11,36,9,47,42,1,16,41,3408,7832
185,87,10,31,86,13,28,24,35,4704,5691
186,71,41,95,3,39,2,31,28,5588,8636
187,71,21,81,69,18,41,21,20,5807,6481
188,26,74,37,72,13,33,9,45,4290,6082
189,33,38,89,46,43,8,24,25,2919,7824
190,58,50,5,36,20,19,58,3,3559,6505
191,12,43,45,96,60,23,4,13,364,5972
192,61,39,32,29,39,9,43,9,1200,2793
193,63,14,59,17,28,12,58,2,833,6723
194,41,66,6,13,9,15,51,25,9011,9958
195,88,40,11,90,6,82,10,2,853,4083
196,99,93,47,95,1,5,48,46,3055,8489
197,85,90,52,47,14,1,48,37,2050,4715
198,58,6,70,82,33,53,5,9,1930,4893
199,88,81,70,30,69,7,7,17,1335,6860
200,76,52,13,77,11,7,79,3,2575,3080
201,59,48,68,66,50,37,6,7,2150,9037
202,66,26,90,79,8,18,34,40,285,6042
203,2,28,47,27,25,55,17,3,2464,3762
204,36,56,14,34,5,14,58,23,324,7797
205,3,38,39,70,22,43,24,11,2012,3364
206,82,91,77,68,55,9,34,2,3873,7155
207,58,59,18,59,10,18,3,69,900,2672
208,69,68,77,63,71,2,26,1,9038,9447
209,53,43,31,65,18,30,49,3,339,3037
210,87,5,63,30,15,16,67,2,3460,8626
211,96,52,65,19,36,28,21,15,630,1144
212,91,78,86,48,78,4,7,11,1968,9756
213,85,22,30,18,21,51,14,14,4158,9160
214,16,35,51,8,50,7,10,33,3636,6103
215,83,33,85,60,12,12,74,2,708,2260
216,26,41,52,92,9,32,8,51,7390,9120
217,67,85,90,3,26,14,12,48,3079,4996
218,57,50,62,90,54,2,20,24,4854,9032
219,58,32,8,1,41,25,27,7,7938,9396
220,56,9,51,20,15,18,48,19,5769,6433
221,50,49,94,70,32,14,4,50,3622,9452
222,4,31,19,25,2,21,31,46,1943,3785
223,38,71,61,27,19,35,7,39,2658,5921
224,41,53,31,54,29,21,45,5,901,6590
225,28,13,82,68,18,8,20,54,1172,6948
226,76,8,94,80,11,32,39,18,1252,2588
227,22,80,40,89,10,22,10,58,7965,7992
228,83,10,7,8,30,53,11,6,1655,5356
229,92,84,3,52,11,7,27,55,2158,2297
230,45,74,32,56,38,4,18,40,5827,6015
231,8,1,97,59,54,11,25,10,7750,9269
232,36,64,36,52,25,31,18,26,667,5844
233,73,40,50,85,13,38,21,28,284,9097
234,27,49,16,66,56,1,5,38,213,8950
235,72,73,93,7,39,35,7,19,1073,1561
236,94,34,31,67,26,42,19,13,3614,7456
237,27,88,53,35,62,6,11,21,322,3329
238,44,40,3,4,24,1,28,47,10,6271
239,82,6,83,39,37,16,8,39,3852,7482
240,34,51,58,16,27,26,8,39,4097,9019
241,83,7,5,30,25,31,26,18,1805,9678
242,74,11,20,10,6,31,46,17,1928,8884
243,49,71,57,31,62,19,1,18,5082,6453
244,69,30,30,72,17,26,17,40,2896,3812
245,11,95,15,9,74,7,14,5,4516,4585
246,79,1,8,83,57,28,9,6,164,2531
247,93,19,44,68,10,11,3,76,3572,4330
248,95,20,80,30,28,1,39,32,3236,3749
249,34,77,84,43,59,13,22,6,5111,5649
250,58,38,90,10,19,22,12,47,99,5768
251,63,93,78,3,33,33,7,27,7559,9799
252,85,69,52,40,56,19,22,3,1081,1457
253,1,30,37,50,51,33,14,2,5569,6111
254,50,48,28,60,29,4,42,25,2715,3463
255,86,61,99,79,15,40,21,24,2936,9495
