0,23,38,87,8,1,0
1,36,12,29,30,50,0
2,67,64,45,34,27,0
3,69,97,42,20,76,0
4,14,54,84,74,12,0
5,90,77,99,14,19,0
6,27,0,40,56,0,0
7,76,52,88,34,15,0
8,34,12,89,32,39,0
9,21,62,76,58,40,0
10,42,22,85,1,21,0
11,7,85,19,88,2,0
12,85,2,21,15,62,0
13,88,27,44,4,8,0
14,85,42,81,53,43,0
15,6,63,26,28,25,0
16,20,80,2,51,20,0
17,68,22,23,80,18,0
18,14,3,75,31,11,0
19,71,47,63,21,65,0
20,23,10,22,23,52,0
21,30,42,86,30,49,0
22,84,77,31,10,23,0
23,20,46,87,4,47,0
24,75,29,84,27,46,0
25,45,68,49,27,60,0
26,76,54,90,50,5,0
27,57,57,77,14,62,0
28,57,86,0,33,2,0
29,84,21,53,73,4,0
30,58,71,52,11,70,0
31,88,36,62,17,26,0
32,6,25,88,13,69,0
33,22,74,60,18,53,0
34,17,30,56,9,29,0
35,61,46,10,29,30,0
36,69,93,22,46,34,0
37,27,82,8,16,74,0
38,14,14,20,80,0,0
39,19,31,53,15,44,0
40,95,58,1,4,24,0
41,91,27,73,7,19,0
42,61,21,27,32,60,0
43,35,8,96,64,9,0
44,11,8,73,5,88,0
45,18,86,86,40,29,0
46,64,9,83,2,2,0
47,22,81,61,4,39,0
48,70,51,57,29,19,0
49,57,83,54,7,63,0
50,57,58,90,59,20,0
51,38,33,32,19,72,0
52,34,8,64,8,8,0
53,3,15,79,7,26,0
54,78,68,24,34,25,0
55,97,96,9,13,24,0
56,44,66,30,12,78,0
57,6,25,49,15,9,0
58,94,60,7,83,3,0
59,2,13,81,10,72,0
60,67,92,92,11,48,0
61,67,23,94,46,29,0
62,42,0,76,62,17,0
63,92,32,63,16,15,0
64,50,37,83,27,47,0
65,87,24,58,65,34,0
66,45,74,78,7,8,0
67,96,32,78,50,33,0
68,43,27,17,50,12,0
69,48,12,76,18,77,0
70,78,58,54,37,36,0
71,9,18,27,6,60,0
72,48,96,22,12,57,0
73,57,33,15,29,41,0
74,17,4,6,43,6,0
75,60,13,67,13,70,0
76,87,56,61,5,32,0
77,92,30,18,8,77,0
78,83,23,11,41,48,0
79,83,78,49,6,81,0
80,85,61,56,11,15,0
81,48,93,67,12,2,0
82,62,51,94,5,47,0
83,25,74,58,22,67,0
84,63,55,59,16,73,0
85,6,70,85,66,8,0
86,16,99,24,17,70,0
87,93,36,57,10,56,0
88,55,78,46,31,61,0
89,97,5,95,40,54,0
90,65,82,47,1,20,0
91,19,43,10,27,12,0
92,23,63,68,2,48,0
93,6,31,80,68,29,0
94,10,94,35,36,17,0
95,25,16,19,3,19,0
96,4,66,86,23,44,0
97,99,97,48,35,29,0
98,53,84,44,53,39,0
99,5,15,92,70,21,0
