0,86,43,92,55,24,66,7,3,1093
1,10,96,39,96,13,45,38,4,9669
2,6,58,12,25,35,46,1,18,460
3,41,77,37,41,24,28,19,29,5708
4,96,76,89,64,10,21,22,47,1872
5,14,7,54,76,1,32,35,32,8487
6,12,85,50,75,36,1,23,40,9436
7,14,39,25,36,54,14,31,1,5554
8,66,83,15,25,4,13,78,5,3757
9,72,90,77,54,24,9,51,16,5404
10,81,38,14,9,34,6,55,5,4961
11,81,65,15,85,26,12,41,21,6135
12,2,42,8,48,12,54,33,1,3796
13,11,65,13,21,8,5,3,84,7570
14,52,13,24,98,18,30,46,6,7944
15,73,18,89,90,52,10,28,10,8675
16,77,83,80,40,58,5,8,29,1592
17,25,71,89,4,3,28,28,41,4059
18,74,25,20,31,9,43,46,2,3030
19,8,6,22,63,27,16,15,42,3311
20,78,68,10,73,23,16,47,14,4066
21,27,47,44,65,25,26,32,17,2980
22,12,91,75,13,40,39,12,9,4324
23,72,20,74,59,21,4,55,20,2963
24,51,10,98,80,33,14,39,14,8459
25,61,79,1,14,15,23,37,25,6993
26,62,15,42,70,34,22,21,23,698
27,24,42,41,77,32,29,3,36,4380
28,52,84,33,85,4,9,41,46,9911
29,42,13,18,19,31,47,2,20,5286
30,96,15,24,97,41,22,21,16,4198
31,79,85,48,49,30,34,8,28,1457
32,11,26,64,7,21,7,13,59,6271
33,20,89,53,85,10,38,19,33,3065
34,50,25,94,22,40,13,31,16,231
35,65,37,27,93,28,21,14,37,7434
36,37,46,72,75,48,3,29,20,5801
37,13,79,28,99,9,20,70,1,511
38,26,55,89,11,4,51,41,4,588
39,37,81,41,35,28,36,33,3,168
40,51,90,71,33,46,7,41,6,629
41,27,43,42,91,31,31,9,29,2296
42,59,13,11,94,68,4,7,21,8861
43,34,28,18,91,19,31,11,39,6194
44,3,53,2,55,42,40,8,10,6499
45,8,69,78,97,8,19,45,28,674
46,75,49,65,1,9,38,1,52,5421
47,5,42,48,13,42,5,36,17,4875
48,55,5,57,10,9,24,66,1,876
49,86,52,44,3,26,16,52,6,2910
50,8,78,92,44,12,28,58,2,1161
51,72,71,21,68,1,8,90,1,2893
52,52,52,9,20,62,1,2,35,3531
53,84,73,43,62,29,49,17,5,2319
54,85,56,27,57,20,6,39,35,8275
55,37,61,93,22,45,11,40,4,8690
56,16,61,5,62,2,72,2,24,6151
57,86,90,23,7,17,7,24,52,7743
58,20,29,28,53,37,20,38,5,9976
59,18,54,43,88,10,52,10,28,1964
60,25,98,57,81,26,4,49,21,5217
61,99,78,71,21,45,38,9,8,1552
62,96,68,56,46,57,8,14,21,4645
63,74,12,54,68,78,1,1,20,8892
64,65,82,76,26,67,14,5,14,8239
65,95,83,59,94,9,17,12,62,5920
66,81,56,31,63,4,4,13,79,7769
67,5,76,29,98,1,31,54,14,2792
68,33,71,97,25,12,46,5,37,1523
69,37,3,18,41,50,16,3,31,1248
70,66,69,61,54,2,20,40,38,986
71,79,4,23,52,29,13,34,24,8596
72,92,14,46,39,42,8,10,40,8355
73,64,56,30,35,62,1,10,27,3409
74,29,6,10,84,18,19,30,33,4869
75,79,57,65,85,31,2,22,45,6250
76,43,88,58,1,15,57,10,18,837
77,56,56,14,9,54,5,1,40,2824
78,10,62,41,16,13,1,36,50,3800
79,4,65,24,87,24,67,3,6,8494
80,67,56,37,46,31,23,43,3,9561
81,63,32,83,55,1,20,63,16,2293
82,13,91,29,73,18,12,23,47,9973
83,47,96,16,19,19,3,55,23,4028
84,51,3,55,25,9,11,28,52,6242
85,34,22,9,39,2,62,27,9,9132
86,84,29,10,56,1,14,36,49,83
87,86,84,28,55,34,13,2,51,7840
88,63,37,47,77,23,19,41,17,9081
89,24,66,48,32,14,33,10,43,3729
90,82,18,75,83,47,20,15,18,4532
91,14,55,94,37,18,3,72,7,8018
92,80,82,21,15,17,14,58,11,5589
93,93,83,1,19,24,5,45,26,635
94,50,24,25,70,12,52,24,12,709
95,45,52,78,15,6,13,18,63,7401
96,61,92,42,86,13,46,33,8,7906
97,6,65,38,43,23,7,68,2,5367
98,71,49,2,85,29,36,11,24,6303
99,37,20,68,3,52,25,3,20,1114
100,87,37,5,84,20,7,30,43,9152
101,7,73,37,3,20,28,33,19,2488
102,51,85,9,1,17,50,23,10,8302
103,53,74,43,5,24,14,37,25,1888
104,98,60,40,62,19,3,35,43,9432
105,92,32,35,39,34,1,36,29,7459
106,35,23,57,58,31,9,18,42,2096
107,81,74,65,81,6,73,18,3,2067
108,27,53,95,75,22,37,26,15,6315
109,6,40,32,71,6,6,51,37,2181
110,88,62,92,32,29,10,27,34,7168
111,33,75,86,86,68,3,21,8,5557
112,6,10,57,12,16,40,14,30,4041
113,42,94,25,67,31,19,43,7,6065
114,69,71,96,54,17,1,77,5,8151
115,31,88,20,93,13,45,23,19,3294
116,54,48,74,25,12,26,53,9,6276
117,89,3,3,62,15,32,33,20,5575
118,59,48,86,68,28,20,20,32,902
119,7,75,92,9,8,35,49,8,8294
120,70,23,75,61,10,5,57,28,8220
121,41,17,14,28,63,18,13,6,4439
122,22,18,34,59,2,69,1,28,6918
123,31,62,89,45,20,16,47,17,5581
124,25,98,30,51,2,19,74,5,7881
125,90,22,35,84,9,61,12,18,3957
126,7,92,48,74,40,43,12,5,5882
127,31,51,77,94,10,19,36,35,2867
128,2,47,24,90,7,53,21,19,4011
129,90,35,14,27,13,2,48,37,52
130,75,51,22,34,6,37,9,48,7185
131,53,18,41,28,10,18,58,14,4339
132,17,11,7,90,5,65,26,4,5756
133,15,86,59,5,3,39,29,29,4507
134,15,2,92,76,30,30,29,11,6720
135,67,32,57,67,2,77,13,8,3800
136,16,69,59,30,6,18,69,7,3485
137,70,18,89,37,15,9,55,21,1367
138,37,46,30,78,48,11,6,35,8448
139,86,43,98,69,25,1,45,29,15
140,83,21,68,46,24,4,36,36,808
141,92,1,60,43,56,22,17,5,1093
142,26,31,20,67,19,13,46,22,121
143,56,81,2,29,43,19,28,10,3789
144,71,65,84,29,8,46,10,36,1036
145,88,88,95,79,32,1,27,40,3347
146,50,7,98,41,12,5,33,50,7056
147,3,20,19,52,38,4,29,29,1914
148,37,56,40,9,24,52,16,8,8870
149,12,21,6,31,16,12,36,36,3440
150,97,83,89,10,32,12,21,35,939
151,81,75,17,13,43,10,3,44,1853
152,49,34,66,3,22,38,5,35,7384
153,16,7,12,48,54,34,2,10,4897
154,77,79,2,75,12,9,13,66,2290
155,6,76,14,9,30,7,39,24,8480
156,52,85,21,4,12,11,68,9,883
157,15,11,56,42,12,38,11,39,3086
158,31,14,29,93,16,24,50,10,2325
159,17,91,38,7,20,30,9,41,48
160,80,81,82,77,33,27,15,25,2385
161,75,51,47,86,41,17,35,7,9208
162,52,81,62,76,41,3,5,51,4309
163,84,94,81,81,54,4,14,28,6121
164,80,1,83,56,20,39,25,16,9989
165,77,82,15,23,20,18,17,45,3333
166,44,7,81,75,39,9,31,21,2302
167,85,88,18,67,1,6,77,16,3116
168,35,58,60,82,28,32,22,18,7997
169,96,33,47,76,12,42,39,7,8796
170,50,47,87,27,13,1,56,30,7823
171,88,9,19,84,17,26,1,56,3710
172,86,93,91,20,37,7,50,6,228
173,58,91,46,62,36,37,2,25,1068
174,82,39,78,49,9,39,12,40,4332
175,99,92,18,34,27,1,31,41,8451
176,51,40,29,91,15,3,22,60,1556
177,13,75,84,48,58,17,9,16,1800
178,36,90,57,3,55,20,23,2,2708
179,17,14,56,53,42,23,2,33,8079
180,66,46,22,49,19,41,20,20,2659
181,51,17,85,19,3,17,55,25,1671
182,14,56,27,61,2,79,8,11,8412
183,82,7,65,93,16,65,1,18,7011
184,79,18,3,19,27,18,33,22,7859
185,44,66,27,33,62,6,1,31,5924
186,39,41,95,44,3,50,21,26,4839
187,30,55,96,18,17,14,59,10,9527
188,40,29,81,68,15,4,18,63,9774
189,60,75,26,11,30,6,44,20,4655
190,65,90,46,98,2,8,3,87,3340
191,48,79,69,72,10,44,32,14,3611
192,53,23,11,14,4,6,26,64,1021
193,24,36,2,13,29,22,8,41,2703
194,15,40,16,51,67,14,5,14,8057
195,4,10,90,48,2,25,13,60,2540
196,19,96,78,92,24,24,33,19,1494
197,58,33,75,37,1,40,25,34,572
198,27,52,38,85,31,1,28,40,8425
199,40,87,76,53,6,20,39,35,7745
200,84,62,88,68,28,16,19,37,2546
201,63,1,73,63,37,5,29,29,8504
202,81,7,94,71,15,35,14,36,9415
203,20,87,65,75,40,6,44,10,6287
204,87,32,52,7,62,1,6,31,4263
205,86,70,4,72,4,9,30,57,2470
206,59,90,13,21,28,5,10,57,9836
207,75,77,69,6,34,3,23,40,2730
208,7,62,82,47,30,18,32,20,5785
209,21,45,90,7,8,63,23,6,9916
210,64,58,16,33,6,80,8,6,7010
211,52,42,11,57,22,1,7,70,584
212,20,32,38,79,19,62,11,8,7354
213,58,26,75,59,43,43,2,12,3322
214,65,42,55,22,2,45,12,41,2079
215,20,50,3,24,24,61,7,8,2648
216,27,88,33,48,33,22,9,36,6529
217,43,51,58,56,29,49,15,7,7125
218,68,93,38,89,37,8,2,53,2332
219,14,68,66,27,66,20,11,3,103
220,69,66,57,78,26,12,61,1,106
221,74,52,30,69,9,52,24,15,6167
222,2,73,2,80,39,9,19,33,9019
223,99,77,57,6,8,32,54,6,7668
224,86,29,74,76,5,18,39,38,1734
225,52,97,83,90,27,13,52,8,5379
226,63,52,67,81,35,11,31,23,7439
227,83,68,25,19,70,14,11,5,5540
228,25,51,10,28,13,21,33,33,6818
229,75,7,99,29,34,41,13,12,686
230,91,66,77,11,16,57,13,14,9514
231,38,68,67,30,3,76,18,3,3735
