0,82,86,84,70,19,5,3,73,0
1,93,66,35,66,18,11,21,50,0
2,31,73,30,50,8,14,21,57,0
3,3,88,74,8,6,1,75,18,0
4,32,27,42,51,63,13,9,15,0
5,96,9,63,74,2,16,5,77,0
6,65,2,12,50,5,31,1,63,0
7,55,64,76,83,23,9,48,20,0
8,85,85,48,73,51,28,8,13,0
9,98,21,98,83,26,11,36,27,0
10,97,52,58,61,9,28,23,40,0
11,30,77,12,37,15,17,56,12,0
12,5,68,90,20,23,11,18,48,0
13,55,35,52,10,17,65,2,16,0
14,62,56,89,87,22,75,2,1,0
15,37,63,64,77,1,26,37,36,0
16,74,41,85,52,38,11,3,48,0
17,11,25,19,65,3,3,35,59,0
18,91,37,25,26,72,15,10,3,0
19,9,44,24,47,31,21,40,8,0
20,18,24,77,51,43,36,17,4,0
21,39,71,16,54,39,3,6,52,0
22,83,25,48,35,10,12,40,38,0
23,61,26,14,73,24,44,14,18,0
24,25,2,74,91,71,16,11,2,0
25,69,28,3,35,7,48,31,14,0
26,51,85,40,99,19,10,34,37,0
27,89,15,43,64,20,9,24,47,0
28,63,29,49,52,42,3,51,4,0
29,96,16,16,48,51,9,35,5,0
30,42,26,18,39,2,66,27,5,0
31,28,95,9,33,7,30,37,26,0
32,74,36,68,58,38,27,32,3,0
33,77,19,86,48,1,52,16,31,0
34,4,63,98,61,7,4,66,23,0
35,10,2,19,90,14,68,13,5,0
36,49,53,72,69,20,7,6,67,0
37,65,72,20,47,58,21,18,3,0
38,8,6,62,1,5,74,15,6,0
39,22,46,46,91,26,26,7,41,0
40,87,18,82,15,38,52,5,5,0
41,78,83,66,23,35,16,32,17,0
42,21,50,43,66,68,26,2,4,0
43,97,1,52,24,12,8,1,79,0
44,80,98,51,52,5,4,7,84,0
45,60,98,12,34,11,4,76,9,0
46,87,86,61,29,1,9,55,35,0
47,88,72,27,58,15,25,18,42,0
48,5,87,13,53,15,8,5,72,0
49,66,22,56,2,85,5,8,2,0
50,77,12,90,52,8,16,59,17,0
51,53,48,67,51,38,44,14,4,0
52,45,9,56,87,29,13,35,23,0
53,78,46,43,51,6,25,6,63,0
54,21,6,48,13,32,16,16,36,0
55,47,34,12,25,25,51,12,12,0
56,28,45,43,52,55,1,23,21,0
57,66,60,47,88,9,41,24,26,0
58,41,25,92,57,10,56,4,30,0
59,26,8,35,49,23,22,48,7,0
60,96,88,73,17,18,18,39,25,0
61,97,83,11,3,32,1,50,17,0
62,42,26,6,61,30,41,25,4,0
63,47,13,84,71,26,2,28,44,0
64,92,52,14,1,28,30,6,36,0
65,72,68,58,21,11,20,56,13,0
66,11,99,8,2,37,26,25,12,0
67,30,74,21,95,41,4,46,9,0
68,37,46,30,96,76,11,4,9,0
69,81,73,62,23,16,58,8,18,0
70,53,13,7,92,57,6,3,34,0
71,61,65,12,21,29,47,11,13,0
72,66,98,48,14,10,52,32,6,0
73,72,8,96,89,33,9,15,43,0
74,87,18,77,30,41,2,33,24,0
75,41,52,37,52,8,84,6,2,0
76,44,13,76,43,53,1,19,27,0
77,9,79,44,46,22,21,3,54,0
78,58,42,36,29,7,42,23,28,0
79,17,22,80,67,11,45,13,31,0
80,36,48,98,98,43,10,43,4,0
81,53,86,98,88,13,8,28,51,0
82,76,54,26,11,3,12,26,59,0
83,8,46,3,6,39,3,38,20,0
84,51,86,86,35,10,58,18,14,0
85,99,61,88,21,10,52,7,31,0
86,1,3,16,44,2,55,41,2,0
87,2,15,92,37,46,7,26,21,0
88,36,2,70,55,49,13,21,17,0
89,17,32,51,68,9,5,17,69,0
90,92,22,31,53,8,74,6,12,0
91,25,78,63,33,51,31,1,17,0
92,17,41,73,68,36,2,16,46,0
93,12,36,2,1,62,25,12,1,0
94,85,12,13,83,4,53,4,39,0
95,80,19,8,98,20,24,47,9,0
96,55,4,7,83,10,29,20,41,0
97,74,2,52,49,12,25,29,34,0
98,67,13,42,84,48,2,7,43,0
99,13,66,58,65,8,32,55,5,0
100,42,46,83,39,26,2,38,34,0
101,29,73,20,27,16,4,55,25,0
102,13,80,77,48,30,39,5,26,0
103,58,48,77,98,78,13,3,6,0
104,79,18,56,35,6,63,17,14,0
105,78,48,83,79,24,8,15,53,0
106,2,84,73,57,20,39,19,22,0
107,23,61,8,73,40,35,14,11,0
108,54,28,53,27,40,41,13,6,0
109,81,78,9,31,5,3,20,72,0
110,49,11,31,5,1,13,18,68,0
111,4,77,55,73,64,8,11,17,0
112,15,11,18,13,53,8,19,20,0
113,12,17,30,21,80,6,3,11,0
114,71,74,82,35,7,6,53,34,0
115,1,99,89,21,2,30,21,47,0
116,86,41,5,26,6,16,7,71,0
117,17,2,78,69,3,29,26,42,0
118,73,80,1,33,8,16,73,3,0
119,87,39,12,59,43,21,27,9,0
120,84,4,10,55,8,32,40,20,0
121,87,57,84,8,3,19,51,27,0
122,61,96,24,71,35,16,26,23,0
123,65,19,77,90,21,6,39,34,0
124,78,4,27,27,3,30,53,14,0
125,14,76,67,76,12,17,17,54,0
126,21,19,96,96,16,30,46,8,0
127,78,77,40,35,27,30,38,5,0
128,32,98,30,70,16,39,33,12,0
129,83,20,30,84,25,35,16,24,0
130,36,30,65,77,11,32,1,56,0
131,11,84,63,85,23,56,8,13,0
132,82,31,34,65,9,8,33,50,0
133,10,5,55,56,41,9,4,46,0
134,10,12,94,1,13,51,14,22,0
135,67,60,32,2,27,53,13,7,0
136,1,59,9,36,16,26,38,20,0
137,44,21,68,82,9,39,14,38,0
138,70,13,42,22,33,10,52,5,0
139,63,10,95,82,5,1,80,14,0
140,29,85,97,50,4,20,60,16,0
141,89,9,26,88,34,17,27,22,0
142,36,99,10,20,67,6,13,14,0
143,54,99,84,13,36,35,6,23,0
144,13,37,19,11,23,66,1,10,0
145,35,66,83,1,16,17,62,5,0
146,50,15,29,2,55,15,10,20,0
147,60,42,76,70,20,58,12,10,0
148,80,16,18,59,11,75,9,5,0
149,82,4,24,52,5,10,59,26,0
150,89,95,68,97,47,2,47,4,0
151,12,5,65,31,63,12,11,14,0
152,16,6,94,53,20,32,42,6,0
153,57,89,99,50,1,26,34,39,0
154,65,65,77,30,17,11,26,46,0
155,35,59,7,55,50,41,1,8,0
156,35,95,89,74,56,6,28,10,0
157,23,96,37,54,26,12,24,38,0
158,14,30,20,43,36,1,32,31,0
159,16,40,7,56,19,48,13,20,0
160,63,96,79,45,9,3,48,40,0
161,26,44,50,62,13,4,30,53,0
162,97,71,1,43,43,8,46,3,0
163,68,20,51,56,21,70,6,3,0
164,34,63,62,29,3,54,22,21,0
165,74,91,20,28,32,35,9,24,0
166,14,59,82,8,16,28,16,40,0
167,49,39,38,33,21,44,6,29,0
168,19,77,62,22,39,5,6,50,0
169,50,19,62,65,13,67,18,2,0
170,9,69,78,1,31,23,18,28,0
171,54,75,11,51,54,30,8,8,0
172,69,64,44,37,16,53,9,22,0
173,4,55,53,84,26,9,21,44,0
174,75,72,58,46,1,2,13,84,0
175,21,59,94,1,32,7,45,16,0
176,58,21,9,99,19,24,50,7,0
177,92,13,47,46,9,1,77,13,0
178,4,24,34,78,77,20,1,2,0
179,47,8,37,47,29,13,27,31,0
180,66,26,43,70,23,13,19,45,0
181,26,79,48,66,4,17,37,42,0
182,21,48,63,95,54,28,15,3,0
183,6,83,54,42,53,19,22,6,0
184,37,20,88,90,9,41,40,10,0
185,25,71,4,35,11,14,56,19,0
186,26,48,17,57,35,3,50,12,0
